1	7677
2	3740
3	4121
4	2895
5	2958
6	1781
7	1918
8	1577
9	1770
10	1582
11	1634
12	1502
13	1405
14	1296
15	1248
16	1249
17	1238
18	1187
19	1128
20	1088
21	992
22	968
23	981
24	867
25	843
26	798
27	768
28	679
29	673
30	601
31	571
32	627
33	615
34	560
35	549
36	521
37	579
38	527
39	487
40	503
41	490
42	481
43	391
44	418
45	396
46	413
47	360
48	366
49	364
50	338
51	344
52	353
53	322
54	328
55	292
56	304
57	317
58	286
59	290
60	286
61	269
62	263
63	246
64	248
65	247
66	227
67	250
68	194
69	223
70	229
71	209
72	190
73	202
74	180
75	215
76	183
77	169
78	148
79	168
80	164
81	175
82	181
83	161
84	169
85	146
86	132
87	129
88	139
89	124
90	125
91	143
92	135
93	147
94	108
95	144
96	108
97	109
98	101
99	112
100	107
101	107
102	99
103	68
104	91
105	82
106	98
107	90
108	88
109	74
110	91
111	72
112	73
113	85
114	89
115	86
116	69
117	56
118	76
119	70
120	79
121	70
122	72
123	68
124	60
125	54
126	54
127	50
128	56
129	44
130	62
131	51
132	70
133	56
134	56
135	55
136	53
137	71
138	57
139	46
140	47
141	42
142	59
143	46
144	48
145	61
146	55
147	56
148	39
149	54
150	55
151	36
152	42
153	45
154	43
155	50
156	45
157	40
158	47
159	40
160	35
161	36
162	34
163	34
164	36
165	37
166	41
167	45
168	37
169	37
170	36
171	42
172	50
173	35
174	28
175	35
176	33
177	23
178	24
179	37
180	30
181	33
182	39
183	25
184	23
185	37
186	28
187	33
188	35
189	23
190	26
191	31
192	25
193	25
194	30
195	20
196	36
197	25
198	23
199	26
200	23
201	25
202	22
203	18
204	24
205	27
206	26
207	31
208	25
209	30
210	17
211	27
212	19
213	17
214	18
215	19
216	17
217	32
218	24
219	22
220	24
221	15
222	21
223	28
224	25
225	13
226	18
227	25
228	16
229	21
230	28
231	18
232	9
233	23
234	27
235	13
236	11
237	21
238	20
239	14
240	12
241	21
242	18
243	15
244	17
245	17
246	15
247	20
248	15
249	11
250	17
251	18
252	13
253	12
254	20
255	12
256	15
257	10
258	20
259	15
260	14
261	13
262	18
263	16
264	9
265	9
266	17
267	12
268	12
269	20
270	18
271	19
272	12
273	11
274	9
275	7
276	12
277	10
278	6
279	5
280	19
281	19
282	15
283	12
284	9
285	9
286	8
287	5
288	19
289	12
290	16
291	11
292	11
293	7
294	9
295	12
296	10
297	13
298	7
299	6
300	5
301	12
302	11
303	12
304	8
305	13
306	9
307	3
308	9
309	9
310	5
311	5
312	12
313	7
314	7
315	10
316	6
317	8
318	10
319	12
320	11
321	6
322	10
323	5
324	7
325	7
326	9
327	8
328	5
329	8
330	5
331	4
332	7
333	12
334	10
335	2
336	3
337	3
338	6
339	7
340	5
341	7
342	11
343	5
344	4
345	2
346	2
347	5
348	8
349	3
350	7
351	3
352	2
354	4
355	5
356	5
357	6
358	6
359	7
360	5
361	3
362	7
363	3
364	7
365	2
366	6
367	7
368	4
369	11
370	2
371	6
372	4
373	6
374	2
375	5
376	7
377	2
378	4
379	7
380	3
381	5
383	9
384	5
385	2
386	4
387	3
388	5
389	6
390	3
391	4
392	5
393	3
394	6
395	3
396	5
397	4
398	8
399	2
400	6
401	5
402	5
403	4
404	2
405	6
406	3
407	2
408	4
409	3
410	6
411	5
412	2
413	1
414	6
415	6
416	2
417	2
418	4
419	4
421	3
422	2
423	7
424	3
425	3
427	3
428	1
429	1
430	2
431	3
432	1
433	3
434	1
435	3
436	1
437	6
438	1
439	1
440	1
441	2
442	1
445	1
446	3
447	3
448	3
449	1
450	1
451	3
452	3
453	1
455	1
456	4
457	2
458	3
459	1
461	1
462	2
463	4
464	1
465	1
466	2
467	1
468	1
469	3
470	1
471	2
472	1
473	2
474	1
475	1
476	3
477	1
480	3
481	1
482	1
485	2
487	1
488	1
489	2
490	1
491	1
492	3
493	1
494	2
495	1
500	2
502	1
503	3
504	1
505	2
507	2
508	1
510	2
511	1
512	1
513	2
515	4
516	2
517	2
518	2
520	1
523	1
524	1
525	1
526	1
530	2
531	2
533	1
534	1
535	1
536	2
537	2
538	2
541	1
543	1
544	2
545	1
546	2
547	2
548	1
549	2
550	1
551	4
555	2
559	1
563	1
568	1
572	3
573	1
574	1
580	1
583	2
585	1
588	1
589	1
590	1
591	2
594	2
600	1
602	1
605	1
607	1
608	1
609	1
610	1
612	1
618	1
619	1
620	1
626	1
632	1
637	2
647	1
651	1
658	1
659	1
666	1
667	1
670	1
673	2
675	1
691	1
695	1
698	1
701	2
709	1
711	2
715	1
716	1
717	1
718	1
743	1
768	1
780	1
787	1
804	1
814	1
846	1
860	1
872	1
892	1
917	1
942	1
998	1
1169	1
