1	5092
2	2276
3	3200
4	1966
5	2772
6	1966
7	2517
8	2139
9	1921
10	1550
11	1377
12	1240
13	1342
14	1529
15	1468
16	1576
17	1297
18	1259
19	1219
20	942
21	848
22	562
23	605
24	478
25	511
26	464
27	524
28	437
29	463
30	432
31	440
32	434
33	576
34	518
35	632
36	577
37	593
38	623
39	651
40	587
41	576
42	568
43	590
44	581
45	660
46	666
47	652
48	691
49	745
50	734
51	774
52	774
53	753
54	781
55	770
56	764
57	748
58	678
59	652
60	652
61	680
62	637
63	710
64	641
65	590
66	557
67	566
68	539
69	505
70	523
71	521
72	529
73	533
74	455
75	529
76	557
77	532
78	559
79	515
80	523
81	520
82	486
83	420
84	439
85	429
86	421
87	431
88	382
89	370
90	349
91	342
92	395
93	367
94	353
95	360
96	327
97	345
98	339
99	371
100	322
101	341
102	340
103	330
104	342
105	282
106	267
107	283
108	258
109	241
110	227
111	213
112	192
113	207
114	204
115	181
116	160
117	167
118	188
119	203
120	175
121	164
122	168
123	156
124	177
125	154
126	152
127	172
128	149
129	143
130	145
131	131
132	113
133	148
134	113
135	123
136	116
137	121
138	117
139	123
140	107
141	108
142	112
143	120
144	98
145	104
146	93
147	102
148	101
149	89
150	88
151	62
152	67
153	66
154	71
155	44
156	65
157	54
158	66
159	50
160	58
161	66
162	48
163	53
164	58
165	51
166	44
167	41
168	51
169	45
170	41
171	39
172	38
173	29
174	24
175	25
176	40
177	31
178	28
179	16
180	25
181	29
182	22
183	18
184	25
185	14
186	16
187	16
188	23
189	22
190	12
191	13
192	24
193	9
194	16
195	14
196	18
197	14
198	17
199	16
200	12
201	24
202	13
203	13
204	14
205	16
206	16
207	12
208	18
209	15
210	7
211	14
212	9
213	19
214	18
215	27
216	14
217	14
218	9
219	7
220	11
221	15
222	10
223	14
224	6
225	14
226	12
227	13
228	9
229	8
230	10
231	9
232	3
233	6
234	7
235	10
236	6
237	7
238	9
239	9
240	6
241	5
242	5
243	5
244	7
245	11
246	2
247	6
248	4
249	7
250	6
251	3
252	3
253	9
254	6
255	4
256	1
257	3
258	1
259	1
260	4
261	2
262	4
263	2
264	4
265	4
266	2
267	3
268	1
269	5
270	1
271	3
272	5
273	4
275	2
276	2
277	2
278	1
279	1
281	1
282	2
283	4
286	1
287	2
290	2
292	1
293	1
296	2
297	2
298	1
299	1
300	2
301	2
302	1
304	1
306	3
308	1
309	1
311	1
312	1
314	1
317	1
318	1
319	1
322	1
324	2
327	1
329	1
332	3
333	2
334	1
336	1
337	1
340	1
341	1
342	1
346	3
347	3
348	1
350	1
352	2
353	2
354	2
355	1
356	3
360	1
363	1
365	1
366	1
367	2
369	3
377	2
379	1
385	1
393	1
395	1
409	1
429	1
433	1
434	2
439	1
447	1
453	2
459	1
463	1
472	1
481	1
491	2
496	1
501	1
