1	4416
2	2506
3	3165
4	2608
5	3065
6	2816
7	2942
8	2584
9	2715
10	2378
11	2253
12	2246
13	2172
14	2154
15	2013
16	2030
17	2020
18	1774
19	1775
20	1731
21	1642
22	1560
23	1436
24	1342
25	1384
26	1309
27	1274
28	1200
29	1166
30	1043
31	1033
32	934
33	979
34	920
35	868
36	810
37	735
38	766
39	746
40	663
41	631
42	577
43	583
44	529
45	527
46	510
47	456
48	457
49	440
50	421
51	374
52	353
53	376
54	389
55	322
56	303
57	293
58	262
59	263
60	265
61	254
62	258
63	202
64	222
65	190
66	188
67	189
68	175
69	170
70	158
71	152
72	164
73	156
74	145
75	124
76	138
77	115
78	104
79	86
80	91
81	88
82	95
83	81
84	73
85	79
86	64
87	66
88	53
89	62
90	52
91	49
92	54
93	41
94	42
95	44
96	38
97	38
98	25
99	30
100	38
101	31
102	27
103	20
104	32
105	29
106	21
107	21
108	23
109	27
110	19
111	12
112	10
113	7
114	10
115	17
116	17
117	7
118	10
119	8
120	9
121	6
122	5
123	2
124	5
125	10
126	2
127	5
128	13
129	5
130	4
131	3
132	5
133	5
134	3
135	1
136	3
137	4
138	1
139	1
140	4
141	3
142	1
143	1
144	1
145	3
146	1
147	2
148	3
150	2
153	1
156	1
157	3
158	1
161	2
164	2
165	1
167	1
183	1
210	1
