1	7235
2	5411
3	5116
4	3965
5	3444
6	2709
7	2396
8	1981
9	1772
10	1536
11	1386
12	1222
13	1084
14	965
15	834
16	719
17	703
18	631
19	568
20	568
21	475
22	450
23	398
24	420
25	379
26	381
27	335
28	297
29	282
30	267
31	244
32	233
33	219
34	214
35	213
36	190
37	172
38	182
39	175
40	176
41	156
42	165
43	141
44	123
45	128
46	129
47	116
48	129
49	133
50	90
51	123
52	117
53	98
54	106
55	104
56	87
57	79
58	84
59	85
60	80
61	71
62	76
63	79
64	71
65	63
66	73
67	59
68	81
69	49
70	71
71	61
72	55
73	75
74	61
75	54
76	53
77	51
78	47
79	50
80	38
81	44
82	38
83	43
84	56
85	52
86	36
87	50
88	42
89	42
90	43
91	38
92	38
93	36
94	35
95	31
96	40
97	21
98	23
99	37
100	34
101	37
102	31
103	30
104	27
105	27
106	26
107	27
108	29
109	32
110	32
111	22
112	20
113	17
114	23
115	25
116	18
117	20
118	15
119	19
120	20
121	10
122	21
123	16
124	13
125	18
126	11
127	17
128	12
129	13
130	16
131	12
132	5
133	16
134	12
135	12
136	7
137	6
138	11
139	15
140	15
141	12
142	9
143	9
144	11
145	13
146	11
147	9
148	9
149	10
150	9
151	5
152	8
153	7
154	5
155	5
156	5
157	8
158	3
159	8
160	7
161	6
162	3
163	5
164	3
165	2
166	1
167	5
168	2
169	4
171	3
172	3
173	3
174	5
175	2
176	2
177	2
178	1
179	4
180	3
181	5
182	5
183	2
184	2
186	1
187	2
188	1
189	1
190	2
191	3
192	1
196	1
197	1
198	1
199	3
202	1
203	1
204	1
205	1
208	1
210	1
214	1
218	2
246	1
254	1
265	1
276	1
