1	6780
2	5109
3	5320
4	4223
5	3862
6	3187
7	2928
8	2510
9	2196
10	1940
11	1625
12	1480
13	1343
14	1215
15	1130
16	955
17	942
18	846
19	727
20	619
21	636
22	604
23	572
24	503
25	458
26	487
27	441
28	420
29	367
30	366
31	352
32	331
33	293
34	267
35	301
36	245
37	234
38	227
39	248
40	199
41	229
42	200
43	171
44	181
45	179
46	185
47	146
48	129
49	158
50	125
51	123
52	130
53	132
54	126
55	95
56	102
57	99
58	93
59	108
60	115
61	82
62	97
63	96
64	84
65	74
66	82
67	78
68	85
69	85
70	65
71	52
72	71
73	77
74	61
75	71
76	54
77	53
78	58
79	62
80	49
81	52
82	47
83	46
84	46
85	42
86	33
87	44
88	47
89	36
90	45
91	37
92	47
93	31
94	37
95	32
96	24
97	33
98	37
99	24
100	26
101	30
102	25
103	25
104	25
105	25
106	17
107	14
108	13
109	24
110	18
111	17
112	17
113	27
114	18
115	16
116	11
117	16
118	19
119	13
120	14
121	15
122	15
123	11
124	10
125	11
126	6
127	13
128	17
129	7
130	10
131	9
132	10
133	12
134	8
135	13
136	6
137	7
138	9
139	6
140	1
141	7
142	10
143	3
144	3
145	5
146	4
147	8
148	3
149	3
150	3
151	2
152	5
153	4
154	4
155	1
156	2
157	3
158	3
159	4
160	2
161	4
162	6
163	2
164	1
165	1
166	1
167	2
169	1
171	1
172	1
173	2
174	1
175	1
176	3
178	1
179	1
180	1
181	3
182	1
183	1
184	1
186	1
188	3
189	1
192	1
193	1
198	1
200	1
205	1
207	1
224	1
225	1
238	1
