1	7253
2	5556
3	4559
4	3510
5	2981
6	2382
7	2009
8	1752
9	1493
10	1281
11	1158
12	1004
13	921
14	761
15	715
16	684
17	592
18	568
19	502
20	413
21	404
22	376
23	325
24	328
25	323
26	308
27	274
28	255
29	269
30	244
31	221
32	250
33	214
34	188
35	175
36	173
37	173
38	139
39	117
40	147
41	151
42	123
43	140
44	132
45	103
46	136
47	117
48	104
49	106
50	90
51	111
52	76
53	81
54	79
55	75
56	74
57	68
58	55
59	75
60	63
61	60
62	72
63	53
64	69
65	61
66	65
67	50
68	56
69	57
70	47
71	58
72	52
73	53
74	48
75	34
76	51
77	53
78	31
79	48
80	38
81	47
82	42
83	27
84	40
85	47
86	39
87	36
88	25
89	24
90	28
91	27
92	37
93	32
94	23
95	31
96	23
97	23
98	22
99	24
100	21
101	36
102	25
103	27
104	23
105	24
106	28
107	17
108	23
109	23
110	18
111	18
112	16
113	22
114	15
115	15
116	22
117	13
118	16
119	15
120	20
121	19
122	19
123	13
124	9
125	11
126	12
127	12
128	10
129	12
130	12
131	8
132	14
133	12
134	11
135	11
136	12
137	5
138	8
139	9
140	7
141	11
142	5
143	8
144	13
145	9
146	1
147	7
148	7
149	8
150	9
151	7
152	6
153	8
154	6
155	5
156	6
157	2
158	4
159	6
160	1
161	3
162	4
163	9
164	1
165	3
167	5
168	4
169	3
170	3
171	2
172	3
173	1
174	3
175	1
176	2
177	1
178	4
179	2
180	1
181	2
182	1
183	5
184	1
185	2
186	4
187	3
188	1
189	1
190	3
192	1
193	1
194	2
195	1
196	3
197	2
198	2
199	3
203	1
205	2
206	1
207	1
211	1
214	2
221	1
224	1
233	1
267	1
